9785 26820
3137 3969 -480
5112 1134 112
4113 1713 -865
3344 8768 186
6907 8598 215
1453 4843 -529
4993 17 54
2730 1676 -878
5142 8050 981
770 3315 999
1309 1551 -737
3182 8196 -852
289 6016 -883
1966 315 41
9113 1474 709
6258 3617 -50
4321 3001 -370
4504 4004 -459
7064 639 -603
7930 6350 654
7235 9704 36
4158 1544 929
7732 950 -130
3754 2363 -200
8751 2043 -57
2792 2409 -892
7532 425 256
9540 5559 -214
4091 5112 395
4377 3985 710
5214 276 953
4576 4448 755
1487 815 622
2764 3347 362
6063 4610 524
1499 6651 -660
8249 8976 -478
1978 2780 166
8693 8198 -906
521 2953 -935
6519 205 185
2264 5505 -757
3126 1359 573
1156 1781 630
2844 8588 164
7956 2706 13
1526 1194 174
1623 5799 289
7738 8477 705
3371 2963 908
571 4882 873
5329 8099 -200
778 8003 873
5434 9674 -660
7031 3566 174
1453 9608 44
1650 287 961
6057 2478 -476
6867 3615 739
5458 2636 597
9283 8546 -96
2076 8870 -506
4485 9595 494
2298 1210 175
179 9405 965
4215 3266 130
9611 6386 -59
7512 3054 112
4469 1530 -354
1061 3563 216
7056 4975 -110
2580 6044 -436
8557 3531 68
8091 1822 -629
7872 4658 725
5316 4368 96
6827 2036 706
4866 9510 -824
5410 4288 -71
7523 2258 -447
3691 8101 -237
9655 3525 67
5311 8847 -112
2871 3150 -604
1884 6148 742
2207 3571 -502
1814 8016 356
4024 7426 -267
4061 7090 -482
6266 3129 352
604 5609 -530
4758 7785 954
9267 1532 439
2681 6106 -880
163 3296 454
7074 1881 115
4178 7297 887
9188 6403 854
4275 6556 864
3262 1561 -423
6887 5624 869
4952 2262 947
9633 7947 212
3136 4483 -152
5770 8929 -369
4664 550 -762
9010 4065 -646
5778 5723 214
4136 4326 137
5421 9622 9
6986 1944 782
6571 592 714
3473 1767 170
5758 181 -644
6051 557 -688
2522 7515 337
6431 5686 -281
6671 2947 -679
430 8173 216
4093 6509 -466
9392 2265 -847
5128 1581 -796
2238 4536 946
7537 1266 -531
1291 9735 -609
1963 2248 696
9683 9429 -134
4531 3290 661
2022 9639 -607
6029 8353 278
4072 8668 478
1864 8535 965
8458 569 -865
9179 4875 -855
9154 2722 409
2285 6053 -9
1442 8283 -293
4340 7070 -203
1178 8279 120
768 192 853
670 1768 -461
2237 3598 221
8240 5495 -169
736 7118 745
785 6773 -69
6994 872 -136
9722 5439 -182
5604 8843 848
7535 7424 331
2415 2032 -78
9255 5309 858
9333 2525 -850
2273 181 627
7379 1624 288
7870 7771 686
8935 9534 887
889 9488 424
4864 9729 311
311 8811 -152
255 8768 -67
8136 6559 -862
3861 7200 -672
8502 7297 983
3479 2026 -694
572 4679 -855
8797 5156 430
6718 4814 423
7531 9679 -929
8690 729 786
4877 5148 -207
8314 2199 887
9688 4109 224
5606 3853 -660
6451 8437 310
5172 840 -173
6613 1262 771
1255 6587 -740
3825 698 -52
9066 5549 -192
2963 7027 -640
9006 6419 80
9614 5534 -724
2969 4917 27
124 5337 699
6519 1215 -196
3790 8699 -742
5682 4724 -873
3745 9080 574
4782 2225 -632
3420 9346 704
4118 1354 474
3 281 891
2410 1524 -384
8680 945 61
4901 5418 222
912 1347 836
6531 9338 -260
3271 6213 -646
1361 6205 -969
6639 7396 -151
8840 2368 -273
615 6216 -980
2096 9058 -3
5398 2435 598
5940 4814 353
4770 7398 53
3529 5442 130
7680 353 -353
9481 1322 438
871 5261 604
702 310 -991
3435 1804 -822
9120 5302 936
7442 3428 753
1320 3138 -114
2171 3471 376
3107 6182 -3
8557 1494 335
8958 4269 416
1650 3653 150
1707 4626 105
1827 1945 -754
4331 6311 -456
7469 2058 -673
4207 1839 -202
8676 8317 -354
9379 8022 -463
7943 6374 436
4183 7438 -290
2702 771 289
3660 751 778
7975 3181 736
2080 1300 -19
119 8274 269
3754 7257 -600
906 9183 -28
9397 8964 -470
5161 3831 -747
7382 6074 655
5059 5111 -238
4152 284 616
7622 15 160
5169 5012 -194
5227 74 -281
7350 4189 -70
4524 5913 742
4354 4027 -771
8185 7930 -232
2590 3644 -802
6386 5160 -65
7592 9257 -454
7579 6445 725
6010 4540 310
7387 8466 -793
5591 1739 177
3600 2455 -55
2143 2503 -558
5199 5649 773
8958 4706 998
3771 8677 708
6143 6223 -499
8064 3879 521
8379 1935 -237
4247 8867 -209
5670 3691 174
1460 1937 -71
3396 7411 373
5002 3886 -899
8143 680 241
6248 5391 -409
8016 1530 -918
465 1148 -853
8417 345 351
1523 6464 -708
9284 1670 642
9013 8642 -18
9506 8989 -978
1194 7405 305
3773 8107 353
9111 1921 277
3163 6115 -781
5179 6126 -248
7119 6859 -856
5550 8922 118
2789 6623 -98
5809 174 516
8361 9233 314
6286 9689 -385
5338 1654 -484
7333 5595 -906
7722 5211 -3
776 961 -450
5755 6580 659
1009 6871 -74
5639 6820 -543
9400 5429 -690
5539 5952 417
2425 5776 -134
8260 500 749
7339 5143 8
6184 2468 811
4280 3873 -913
6237 4296 -188
1293 7412 -909
4477 7861 -913
9303 476 -871
1925 8437 -60
8265 2231 -993
8476 650 -170
9384 4304 811
5266 2506 397
8223 2923 -478
6670 2042 -717
5849 9322 103
5840 6074 0
6731 6808 948
5061 8243 -134
4446 1255 -159
3847 8693 -10
4800 2145 841
1378 1255 711
7549 665 -455
6337 8194 -664
8865 8730 -412
5389 6629 990
1831 3979 699
4500 9578 -292
7424 8359 789
753 9685 561
6707 4531 -286
2096 6572 309
2813 3508 942
7754 6437 267
6230 7581 -218
2680 7531 703
1288 695 919
5928 9430 449
1155 7427 163
7109 5277 -669
9458 9677 -172
1616 4135 526
1896 8586 762
7123 6645 392
3165 924 -264
3521 9112 -246
5024 5413 689
3527 6724 550
4129 9596 -874
9689 5318 -95
5225 6090 89
3721 6189 27
2155 5021 -2
1354 7934 -463
5861 105 618
689 5115 873
5775 7949 -52
2849 244 928
1858 9408 -192
7968 4782 485
3896 8952 -93
573 5007 965
511 497 779
2404 9687 -643
5714 627 33
3651 980 -739
993 8312 -598
6716 4771 -363
552 8833 -551
5457 8578 -17
7152 3271 319
3528 4994 126
5569 461 -591
4851 5014 925
739 1935 -587
3242 5626 -803
8202 2420 876
4364 255 446
4279 466 682
1078 3875 10
7369 2106 472
1487 3576 -382
5520 4462 -972
506 6925 -197
508 2838 514
217 8052 -540
197 5203 916
3710 8762 -610
8133 215 961
3023 810 924
9535 1107 530
3294 2248 -842
4315 7750 -845
2850 4217 -963
877 7539 -279
4632 859 842
5266 3607 950
7077 86 -549
264 330 -176
1526 6211 -154
2819 3481 44
8944 5910 380
4262 5055 -320
6846 877 311
6136 8109 -293
6186 4738 371
629 211 750
1592 9318 -830
1070 9143 191
2656 6515 204
636 8749 644
1827 1499 955
3889 915 -752
6784 5500 864
808 728 698
6310 3124 978
6367 8867 547
7706 1494 -81
1990 7284 -390
9004 8200 -785
3862 6989 -281
4810 1407 -280
1359 5764 75
239 268 -552
9242 4687 797
6941 5641 -666
6571 9272 767
5227 4881 689
8096 7151 637
1724 2062 -351
8593 4671 333
5673 4267 890
2734 329 -534
4054 2001 138
4875 4098 -412
3750 9437 -141
6174 8730 669
6972 183 30
7176 7476 -154
6023 5060 -942
5874 8799 -427
4884 5286 -62
9193 8967 -408
6912 3438 913
7570 1187 26
9533 7317 -535
7776 948 284
6111 5035 579
6134 2220 940
6588 4714 -992
9532 5218 -418
332 7248 -663
6016 8700 -336
9532 7419 12
2052 1313 -273
5623 8218 -929
2703 3983 647
6079 3367 240
4187 6119 582
7283 8306 -358
483 390 873
23 6937 -909
1474 7376 42
6239 7342 -823
5500 947 -495
4254 135 -586
3443 4007 -484
2618 5468 649
9483 1579 -892
7037 151 104
3243 3686 -632
3020 5807 -128
9391 7586 -884
1986 8615 -239
8284 929 324
7622 6062 -205
6091 7114 -923
3 9525 -769
1024 5833 -711
2559 591 -554
8116 7788 961
3493 2958 -856
5345 1122 -220
3482 8681 166
721 3133 -543
7915 3223 794
8790 5554 119
7834 685 -524
2301 2595 -642
1552 5150 481
9518 6173 -732
4711 2943 -41
9616 2185 -12
5202 7137 841
2094 960 -81
8747 9158 605
411 9323 425
2748 2797 799
6835 7652 370
8362 7093 -730
8074 4103 259
1937 5128 -940
7501 441 -562
954 563 -469
4397 4950 -347
1933 9213 -95
8965 8395 332
9199 4409 -171
9411 9522 -399
5733 8924 -149
7454 5445 -775
8400 9251 -776
5519 4455 -894
5664 1512 433
5351 938 -690
3737 9027 -360
6598 9467 -445
885 8509 -90
1075 9216 996
8458 2873 -178
8294 4029 -29
8612 6967 -253
2804 5251 246
5355 456 -955
3863 2279 -45
3423 8442 -676
8811 1762 -915
1019 7615 -290
997 6578 -986
2776 6240 -72
5994 1751 -238
9021 3775 -106
3446 7609 182
6648 7260 615
2949 1152 448
7509 577 -658
7903 8073 60
4578 2128 -441
450 3448 -355
4688 3176 -464
4557 6054 -523
4475 6294 494
5804 3774 924
8794 5520 -436
8864 6224 200
8743 3893 -626
6896 4040 -617
4914 3927 476
7928 8822 458
1369 5844 -96
337 3755 -213
8546 2074 910
3161 426 -815
4577 362 -828
3162 809 839
5355 2140 -767
5896 5156 845
1809 4455 768
4780 8330 -485
1098 9080 -916
8490 3098 -624
2195 4877 -199
5976 2635 324
9721 4821 -243
8953 4538 -225
6173 8546 -768
4385 5938 130
208 4468 628
6712 4632 -994
3450 4887 -424
2993 7308 -173
4114 9480 351
7187 9729 523
7035 5753 552
3063 6163 840
7224 3951 -172
7034 2204 264
7574 3488 -559
1818 4407 404
1143 3232 109
2535 852 -560
1308 1146 -448
7910 8356 -386
718 9227 352
6743 4024 345
302 639 601
3041 8720 -429
406 3513 -315
4333 5013 922
6066 1752 925
361 8615 476
6256 8507 -910
9337 1502 712
2122 5859 -10
2640 5139 230
6641 4481 826
1345 9249 851
1356 987 -396
2411 6553 -746
9297 1006 335
1825 2716 -305
915 5479 -592
4688 9248 237
2275 8658 -524
1960 3860 -25
3634 714 -527
8781 7299 -777
8328 2987 -366
5615 5937 -955
5888 1950 -229
434 2868 -408
9255 7533 841
1519 242 578
6433 2523 785
7243 4181 734
8562 3979 -731
5497 7897 271
3312 7682 669
4686 2775 546
6284 4686 357
282 2644 787
1273 651 286
8605 4775 -426
9598 5415 655
2345 125 -609
9612 7047 361
2873 2441 -381
6368 445 981
4173 2638 653
267 7699 -873
1833 4661 -63
4660 6074 367
2684 3146 -209
9501 4338 29
8385 9749 -710
8201 7023 654
1297 6697 960
158 1565 -271
950 9657 223
4304 7449 914
279 6745 893
6329 8073 304
9688 5831 -552
3481 8278 -914
9410 7344 748
7153 8710 -300
6736 5538 -71
5000 7274 -863
4826 9338 47
3553 629 209
5718 379 -975
7255 4177 979
814 4295 -8
5437 5010 196
3415 3845 -244
515 5126 422
2973 9512 -155
1889 7066 970
1970 601 -540
4335 2650 -281
2721 7280 989
7176 1637 865
6601 8324 -823
241 5379 332
8468 4070 417
6059 7728 -599
2300 3492 776
7639 7366 439
545 5375 -438
47 1584 942
699 7995 -914
2846 5205 -304
1 5959 -309
2683 9697 624
6794 8065 -136
3757 8195 -754
3417 1681 142
8070 6769 -712
468 2947 239
3187 6178 -953
9737 1997 540
7948 62 25
462 9212 854
5586 7794 690
9513 6823 -29
9226 2632 303
7712 3638 -227
2788 5657 -837
8980 5264 -975
6581 9347 448
2034 1679 -370
5314 4992 -321
2371 9725 -126
3976 7391 -565
4885 1091 -325
442 7551 -898
2450 7523 -735
951 6699 757
8022 9091 -10
1286 9579 321
6448 5464 -233
6466 5992 -685
7122 2765 -727
1971 4659 -929
8751 8042 -245
3033 261 -103
6250 3407 385
6378 9293 815
4612 1708 185
29 2292 415
2056 4819 894
2320 7987 503
2186 8008 -567
6219 2857 35
8688 7651 -43
9437 8114 -248
6092 4871 931
5847 3871 150
4348 1546 -417
2842 7208 668
3780 6346 678
6525 8530 -231
169 9638 510
3480 8599 505
8283 2572 921
1794 1274 -569
3744 9026 622
4445 582 470
5666 6866 161
5262 6616 840
8326 6787 -493
5281 4530 -790
8175 7003 -67
7505 4153 -707
4597 471 910
8328 4629 683
9241 6049 71
1898 5045 640
2002 9462 406
4635 6837 19
3512 1902 703
6986 9564 325
9333 5493 88
7080 8421 757
6347 8753 300
6141 5118 352
6706 242 168
991 3302 328
9657 1336 -469
1542 6231 -870
501 4593 -559
3351 5136 889
1876 2334 101
7522 7949 -440
2536 5968 967
2993 8461 -571
5178 2991 -726
7020 6987 527
2957 7592 -377
2970 2653 -915
2393 252 -675
6985 3595 909
4237 2472 486
924 5173 -724
2337 3515 57
5050 5285 -753
4119 8077 -709
6908 5343 508
4104 6540 80
5333 7915 -554
2519 2380 907
8150 830 -22
495 9757 -48
5984 1829 -873
5762 5326 525
1982 3032 969
3265 4010 947
8851 7459 43
9163 7486 -421
892 3910 -758
4066 528 551
137 4937 -739
2022 101 684
4356 2593 468
9686 3675 936
3053 2117 -216
6707 8978 219
294 3020 -30
8827 5255 420
2833 7265 -266
316 2725 -40
3507 7350 209
1352 7285 201
7439 7408 880
7331 7424 629
9519 5049 931
6003 544 -417
8422 5966 -130
5696 6730 -507
7784 5815 -89
5228 875 -963
5790 841 -662
8457 3124 -744
5831 2962 195
9206 8017 596
4178 4056 345
2851 8262 -612
4619 6333 -738
3309 6637 37
5597 8295 -261
3526 7358 -631
278 2736 -678
3687 7959 467
5953 5864 243
9502 5884 -23
5169 1692 -701
6509 2015 -436
2733 7618 -347
2286 9287 360
5206 9689 520
6114 7713 870
6957 516 -955
4845 6015 -234
73 359 -796
5502 1342 913
1026 8281 784
5644 4432 -706
1162 6398 -53
2279 6887 -655
5868 3079 -219
3551 5960 945
6043 5832 878
2455 8058 586
1720 2048 630
232 4080 318
4654 4241 906
6993 5349 548
6980 6279 -372
1648 120 485
8050 5648 786
2581 9029 58
3999 82 136
9391 6817 479
5162 90 129
9201 5523 -873
3131 9560 722
4480 9773 -230
2549 7950 -195
4331 6857 -345
7004 7055 -977
9240 6357 -991
7653 8542 -408
7015 2832 -318
9351 8970 517
9639 9647 -69
2391 7737 366
3591 296 672
1571 8186 634
7019 7185 256
1308 6218 -289
4524 4026 338
7147 4378 -733
810 1148 419
9482 944 -879
7128 9462 527
9175 6837 -855
5496 7574 483
1210 9157 277
2634 1853 -92
1671 4930 -172
1885 7244 -637
6191 8945 888
39 5731 -572
33 3204 457
3583 591 40
1832 4112 813
4838 3959 -916
3309 191 296
4797 380 46
2887 1410 -634
986 9327 -274
9412 1216 991
9269 2757 955
1765 3988 -726
6035 8419 140
911 4531 49
2603 9134 -853
8793 4304 838
2854 2341 -92
3383 5278 -285
2637 9454 725
1201 2065 -826
3163 6892 -387
468 7495 577
306 6216 -227
6220 9553 648
8183 559 986
2820 8516 -579
1757 8237 960
255 7569 -71
9244 3498 539
6712 708 242
862 9171 -452
3071 4505 97
796 3041 -633
8645 3516 -760
6681 619 95
680 358 -586
6258 9616 -484
4641 9464 841
9552 4312 -106
2412 4814 -655
5357 7154 -318
8454 6619 979
2740 6843 -506
2709 5049 -46
7139 6660 -622
9422 9726 418
7730 6305 -850
3613 6332 -403
7609 4725 -271
7045 4461 -158
1031 8038 885
9357 8992 122
518 4670 -682
9711 8715 -367
1668 5813 -918
5253 8026 -246
2196 7559 402
3622 6151 617
8540 5251 322
8857 1517 959
4358 7689 517
9638 1632 -168
9230 4388 -15
3257 804 633
4090 7537 675
564 6643 836
8599 651 444
9754 6972 -450
8505 5928 -684
5811 4908 569
4892 7460 253
2508 7172 -863
9038 3736 -705
8759 3890 431
1454 6485 -759
7528 7946 -945
8875 4254 -414
8840 3197 847
8710 6055 828
9297 7234 -166
6481 1051 -220
6699 729 374
2539 8263 -575
5652 1853 -85
3571 3151 -734
1756 5431 -881
1637 2482 159
6318 998 -976
157 4165 -926
9344 1819 976
6115 9577 -862
4039 6241 -525
9014 3061 325
8216 2948 635
1698 583 579
9497 5862 573
2264 3282 -597
5370 6410 -615
8956 4205 649
3930 9696 -59
4727 4759 -868
2743 9470 174
7417 6177 -921
5258 8952 38
3320 9418 -373
4579 8793 304
8697 5122 821
326 6775 224
2083 8114 243
7131 5324 639
4857 3519 492
6190 7722 445
8671 231 -836
640 3586 434
5540 969 -900
2210 2831 -128
6468 6200 -951
8442 8513 -737
3887 3759 -191
1137 2994 -610
2742 2585 -315
1153 1214 49
6166 4894 -593
2176 6659 466
2287 211 104
2684 4517 -522
106 6769 -45
145 5573 -788
578 8612 -255
6600 2442 751
7746 5451 214
5741 1746 -432
7457 6019 -940
5730 7072 684
5044 6285 39
7071 7642 -294
4370 9089 405
5171 2604 910
5398 2119 757
6853 1285 795
2083 6046 886
5070 275 -448
124 8713 -788
4959 6580 -106
8737 6049 -974
6603 6702 10
697 1564 -659
85 5902 34
788 4194 -829
1573 3567 -687
3055 6269 -150
8234 3592 -330
9692 4266 582
2597 2229 987
6245 2783 -808
6929 3674 770
8538 7989 654
8545 3361 474
8049 7533 179
7607 4786 -722
8011 384 -513
9174 5134 -529
8384 5509 -159
4150 5216 -38
371 177 -495
713 9271 757
2428 7963 -993
8122 3113 -989
2040 8798 -224
5354 3059 848
8728 1285 -922
3825 5658 -43
499 3843 937
8896 1528 354
7076 2709 545
7367 1410 120
9762 3145 -645
6850 7280 607
4879 8715 -516
7419 4378 393
9668 3751 -256
573 6810 561
2373 404 -792
1815 8372 -576
8086 309 -680
5518 687 -488
8684 8212 644
7517 3453 -256
4539 6444 -362
281 914 -830
3231 9268 -973
3360 3873 -242
646 190 -98
3919 9420 925
8205 8526 -132
6312 6074 -863
1768 5533 -218
614 9608 606
2102 3797 -429
2672 5288 -714
7541 3910 -374
2016 4765 76
143 8831 205
584 7198 152
6418 531 275
1118 1112 -917
9128 779 -710
5654 7015 -154
7483 3677 347
7205 843 -419
6158 513 233
5745 9253 -829
4156 7470 -179
8763 9234 -132
9421 1907 927
7138 7077 137
7441 2397 -308
8 145 -91
2449 7658 643
7671 6013 933
5126 849 -302
8488 7174 -98
7876 4723 -515
3342 4779 -943
5704 8296 327
4569 389 -464
7516 5702 613
6146 8493 -970
4870 9066 115
3948 7193 366
8773 9587 802
479 9304 -719
175 6715 -504
4108 667 444
7662 9209 -437
8514 4168 129
1055 3295 416
3434 996 895
5130 5634 -906
4866 8656 417
2912 3101 253
4249 8978 -998
414 1558 638
1835 1519 997
361 753 738
2343 2957 401
8983 9359 -5
5001 9063 -38
4598 3165 -522
2944 7815 264
2037 2875 11
7588 4878 147
7586 1342 460
8309 5614 -242
2416 1172 882
7329 6128 -323
6700 2625 607
1906 5323 916
5635 8101 -228
6813 4036 275
9256 1381 -668
7997 7274 -939
9557 4500 253
4201 6458 -214
2558 3157 735
374 5108 -659
7158 4259 -447
5075 2461 21
5190 7412 651
6955 6310 -713
1880 9710 -482
6187 8717 -71
9245 6633 -861
5006 3430 378
8921 3653 -69
4551 1883 31
8171 399 -636
5752 485 -384
6418 1205 347
4472 7605 721
3398 4910 504
2420 5277 58
6050 7186 -6
1974 466 -602
3602 1662 410
2427 4026 436
1754 7835 -154
934 6474 824
8424 5335 -696
7718 4909 -429
6796 7170 -430
128 2482 364
1467 8788 -195
7169 7099 661
1307 4589 60
4291 3367 -783
1635 2864 978
4996 5818 -171
2634 9411 -140
8861 7158 925
5314 6595 909
1522 3071 477
4731 4085 -648
3437 6766 920
6089 938 -825
3773 3182 -396
598 9486 -479
5779 8549 824
2138 3933 749
4062 9738 -10
3517 4377 342
4404 518 922
673 6138 428
6143 9237 -821
9619 291 -509
7996 1923 574
4197 2174 594
1227 5156 -285
2814 1403 172
7773 2322 -384
962 1067 514
1565 6497 -320
5191 1649 -30
3492 3499 510
807 6508 -645
4736 9438 139
5880 3169 -267
7496 9730 -320
6098 5350 -991
325 6156 62
7773 94 907
6591 7476 275
5132 1226 47
5161 1835 -858
2201 3454 889
2912 8714 921
3444 9026 654
423 2293 280
5880 2719 90
8486 4164 591
5770 1610 -130
5878 428 -49
5239 4123 -230
9218 6818 -618
7498 735 -532
7847 3089 -990
4709 673 869
3568 7424 747
3204 9139 -697
9675 7149 -51
8631 5969 746
7661 7030 -333
1962 8165 -36
4904 8735 456
4195 3994 808
6253 7001 827
6815 1082 877
5221 3554 -245
7492 1894 179
4372 328 212
6031 7331 493
562 7325 -289
8724 6112 392
1142 704 -891
9509 4080 -105
9078 9296 -122
2998 2353 268
1355 2035 -800
8257 5443 -759
7139 8541 251
7090 4958 316
73 5376 576
6570 8869 -575
2229 5851 -879
2275 9563 705
9779 6451 -397
8004 8586 -312
8352 5293 -363
8140 1177 -724
3419 1454 985
7201 5654 849
7660 4874 444
7928 6348 165
6665 2167 -521
4491 2754 -463
1383 485 -690
885 7178 -512
9568 73 -943
6817 3353 -800
3005 7681 805
9118 5549 169
1215 7413 -287
226 1539 -295
2577 7321 726
3929 1348 -998
5154 7122 721
1225 1770 608
3768 2972 454
4630 2080 921
9017 5902 -757
215 9281 -674
5074 2935 -412
4455 5736 613
6981 5766 79
9619 3968 -458
2051 1781 568
6740 6950 -941
6665 1802 -165
3551 7101 463
202 8187 307
9542 5064 135
129 2901 241
2071 2016 -435
4553 9360 730
3265 7308 -394
7695 2865 -890
2824 278 43
5068 2838 754
3560 4860 354
6020 104 -44
4749 3367 -100
2693 3601 -350
4974 5013 -56
7094 8749 989
2046 8583 -751
2509 4485 -970
9473 6395 -316
6157 7085 691
8492 6407 -86
7049 4239 656
1002 7895 -874
1612 9678 -719
181 6019 884
6541 6535 366
7627 6343 210
8810 6565 628
543 5390 743
4670 7860 475
9596 5574 60
9007 2292 -260
7126 2085 689
2540 9361 -559
5639 911 -255
1149 4600 -655
4153 5194 -128
6585 2356 -375
6770 2872 737
4491 3530 887
214 803 948
9574 8585 1
5986 5145 407
439 3474 -214
6986 5517 -49
914 5217 -337
6927 8960 671
3004 3538 -812
6926 3769 -940
3203 2055 397
8121 3676 370
4279 4380 966
7959 4450 885
5684 263 674
2001 6320 -14
1671 8729 556
8919 2414 -462
488 738 36
8444 6079 356
3358 2488 -732
3902 7399 617
87 2351 976
3103 6040 -322
4477 361 -288
2833 2771 -684
342 9338 962
3704 8465 -746
9637 1809 583
5656 8445 -666
779 9630 -447
6655 9727 -27
3262 5105 952
5903 4939 540
1171 5812 -615
4664 5771 -835
3465 6395 361
8172 4309 746
2164 4325 -57
4164 6886 -309
9259 9437 -654
5102 9764 -822
9473 2722 79
8902 274 50
659 3187 -613
2392 7415 727
3125 7586 -725
4511 7651 466
4226 4148 364
5219 3136 924
2095 9448 -646
1825 4129 -508
628 8097 384
1713 7737 -262
4678 6833 644
2358 5566 719
5232 5255 362
6907 5687 694
681 1649 -812
8542 8897 -418
5479 8461 -139
1235 290 304
6930 760 -46
6194 3370 199
9387 4145 -392
7774 3285 -99
5327 3089 -159
1677 8076 379
938 5500 492
9196 8842 297
4802 6795 463
4136 1105 -381
1612 7891 -186
4611 3018 471
4290 6996 898
2029 9085 -223
2035 7759 -862
192 2036 412
2726 8327 -524
457 8855 892
1798 9116 776
5604 9416 -850
8921 6078 758
1851 2153 551
7126 783 -730
7928 9085 -731
9164 408 -44
4329 1453 -552
6187 2419 -395
1982 8090 557
8797 9495 -913
5236 6129 768
6469 5980 744
233 5645 -134
7431 9461 939
130 472 276
2471 4570 878
3865 1184 -940
3466 273 573
7123 3968 -50
794 9423 790
1793 6479 814
6861 9604 351
5276 8802 237
9429 4452 -349
5910 9158 -316
4699 6650 -121
993 6139 -537
854 6152 -898
4169 6238 538
7682 3889 -980
8190 4969 -395
324 389 -322
8668 7767 -21
7582 5621 304
2246 8572 -575
4781 7213 -726
9031 3906 -130
779 3156 34
6708 2058 -933
1756 7441 -742
5608 1047 -653
2744 8793 -407
7811 5921 697
1785 3143 -787
422 2167 717
3819 4763 -420
8301 3407 278
8760 4952 871
5702 9124 784
1471 9354 -838
3804 6874 903
5574 3155 -889
299 9104 536
1930 5283 973
445 7358 -82
6712 6771 -130
3696 7400 652
5461 6736 -247
1845 387 -372
9042 5850 -840
8469 4455 525
893 8641 -883
3733 3064 -208
885 5501 575
4100 3303 102
8861 4468 49
4654 2952 -373
3440 54 660
9354 5954 802
5656 66 841
9407 3442 -120
5973 8158 -679
4120 3294 448
5067 8033 295
1597 8469 620
5644 2470 552
8556 9238 -864
2051 1009 519
1096 8184 520
508 5271 -740
61 8707 854
3205 2787 709
7305 5555 -871
9405 9545 -584
3339 6412 -860
6930 621 -139
4575 3579 -264
7320 1636 786
6034 912 523
8982 7066 282
8258 3822 343
6276 6565 -200
806 1316 312
1605 668 -327
4095 8983 636
6444 6899 -187
7711 7964 -862
7776 3744 665
2152 9684 -711
4490 8169 947
3217 6059 -163
7812 6741 -602
1500 6953 761
8984 1061 186
8935 8743 483
3870 673 -230
3950 837 232
8111 3490 -651
1766 4646 -899
2732 8213 -231
5142 2808 -221
675 2485 717
4160 1472 -254
4762 6249 577
5857 1969 640
6103 7922 441
9253 3202 517
2762 8222 664
4502 7345 -820
3131 6447 -607
6974 165 255
6779 4728 -313
3378 2080 -868
4135 1778 -976
9280 4059 -74
5095 3801 280
1942 6568 637
9116 1617 869
2914 5338 479
4508 3046 -814
5329 4462 -164
1339 2974 -78
2895 5869 130
2099 2118 -665
4339 2443 -492
7183 3552 -195
8260 9744 -576
6885 4842 753
8165 1782 731
8310 5440 617
6105 9578 -435
2863 1622 -466
7286 3762 -299
3902 8924 -259
9089 3434 -194
8977 7686 521
4612 6253 657
362 7882 428
7259 3932 -165
3433 1748 429
9427 5564 -763
7575 6180 792
4054 5368 914
4346 9132 -461
7351 8355 -548
7622 3272 149
3588 3733 -119
9040 5783 -767
9700 3444 112
5110 4257 702
7389 2259 -117
6719 2370 -559
8596 6714 -619
6383 8899 47
1984 3347 476
474 3679 -696
7829 4214 805
7576 3681 652
2444 9202 -795
9625 1367 -793
3368 7943 -401
1918 5364 789
7894 7528 966
7063 8342 -900
2737 8358 -287
8187 7239 -519
3284 2392 258
8019 4072 701
8177 4720 678
4913 2126 -745
2349 5455 -473
3981 6550 -564
8645 3330 596
4779 5814 -270
2573 1010 244
4077 4522 759
1324 9420 498
1511 3921 -906
1593 8804 173
9361 4224 890
6557 3084 519
1742 7645 162
7966 6446 -262
1991 4094 -915
6216 510 79
3417 2023 -422
8840 7413 -427
2373 2960 624
8107 52 -833
7615 328 324
5824 8483 -24
8167 2015 632
4681 9549 -19
4164 9413 -547
7617 430 683
633 2451 9
2628 100 946
1659 1661 -662
4628 5811 163
2807 7362 -463
5474 1344 479
1903 984 -395
7634 7919 -656
5783 4424 -877
8531 4763 -685
8298 3357 969
1032 8947 64
4810 1259 -923
3549 3164 -157
4586 9667 -642
2415 5662 -165
3667 9521 -905
7024 2950 190
9488 7013 -702
4385 1913 265
8918 6102 80
4822 6834 373
1971 5923 -33
2910 6067 227
2393 756 696
9167 5359 379
5484 9751 708
8023 9565 755
3 2241 -307
4113 2265 955
2239 1196 -594
2999 9289 398
2132 249 604
5970 4635 395
7556 432 121
8166 487 -588
8297 1388 186
9391 4919 394
3393 9402 438
9418 7209 739
5537 9773 782
5440 3057 -364
7943 7435 -106
7422 7517 998
4133 8534 874
3126 9721 -54
7855 9716 -778
4735 546 -830
5862 1973 958
5945 3604 972
6859 8199 559
1687 7838 -405
375 4605 200
270 8258 -854
4119 8453 605
3651 3063 755
1232 3355 678
4350 2558 816
5186 7830 -640
5940 9191 -633
8019 2039 62
7961 7106 423
6728 4445 -415
7517 970 -832
4567 1555 692
3268 7167 793
6596 2308 -494
3939 3582 606
4516 8375 -59
3116 4793 -303
2343 9359 153
3826 1368 186
6226 1423 144
7795 5173 -772
296 7979 -522
3688 1399 -147
1363 4612 477
8395 4299 -159
4497 1349 -505
5245 244 946
728 1967 -238
3745 9535 -64
4613 4628 333
5649 9321 -617
