18
960 877
306 829 -480
445 852 -861
268 387 697
443 219 -285
270 497 35
519 861 -361
109 629 365
515 513 -232
522 75 -592
636 267 -610
122 459 -886
718 843 181
480 308 -731
629 826 390
26 359 -348
267 337 -985
501 64 -743
209 558 58
442 315 -527
270 530 -557
560 826 -430
679 512 93
529 308 445
401 578 293
529 303 -136
423 656 -372
403 87 992
579 131 -227
493 727 -282
627 9 -771
763 588 -404
723 560 -145
617 152 -654
707 856 -16
173 24 -564
560 429 -747
788 341 136
417 716 -325
435 305 213
551 679 -631
582 368 -226
817 529 837
577 853 446
501 708 -439
526 651 -482
234 407 -188
817 185 -813
2 402 987
370 478 -64
242 481 987
858 419 -105
655 605 -867
819 652 212
167 1 -867
679 676 53
786 9 -140
99 215 -875
576 755 -451
817 361 -675
526 77 303
320 555 -136
660 68 481
798 722 522
553 110 -82
706 840 876
40 143 -226
93 427 498
725 423 -692
219 723 -639
274 336 102
512 576 -475
590 411 673
407 421 768
771 737 -751
316 111 343
316 792 290
672 484 52
249 113 -233
838 50 -694
642 261 -719
283 579 -741
310 781 -977
598 822 859
240 520 449
267 11 763
262 680 -441
855 254 -44
309 650 -207
543 152 -200
865 735 980
661 40 84
248 757 92
54 243 -441
193 19 748
9 278 310
788 251 873
252 107 326
757 396 -539
106 279 -795
6 709 -783
376 534 435
536 390 376
347 284 576
537 56 440
103 344 605
27 753 649
750 530 -116
583 91 -940
563 860 -460
59 86 -472
442 44 164
840 199 -394
443 314 -105
700 159 677
16 481 580
392 246 -113
527 166 -518
135 153 400
585 274 230
864 369 -280
869 592 196
80 639 216
267 651 -323
690 158 576
138 717 115
31 676 191
770 581 -913
815 369 -245
634 722 -48
724 731 728
118 113 -648
420 832 931
694 198 -523
738 79 629
198 701 362
186 602 -706
615 810 338
744 263 621
54 814 561
186 161 983
587 498 426
572 205 -644
258 588 -931
178 35 -733
656 867 -944
334 127 -419
349 712 117
2 449 -184
176 726 462
787 319 -6
799 802 370
75 585 -916
251 592 -343
842 124 -793
150 180 912
767 232 937
144 492 602
808 509 834
233 624 995
403 405 828
763 75 -235
651 362 -241
164 652 -275
482 694 -71
139 827 183
650 396 731
653 205 -875
807 630 -843
645 570 784
615 458 284
589 406 -631
620 443 -37
249 484 882
387 842 -399
195 633 -162
388 292 -93
743 453 966
409 842 595
82 194 470
316 277 180
859 576 788
586 424 695
738 856 58
124 230 911
180 464 82
794 120 932
829 512 137
803 188 914
278 300 849
789 708 -45
290 818 330
145 554 434
296 488 -895
112 60 -18
868 623 -930
374 266 493
372 11 -210
624 436 -155
287 390 -803
748 666 -178
1 236 260
214 207 -477
353 619 170
695 131 961
400 527 -418
113 812 169
394 532 44
488 97 468
60 415 -389
119 706 -242
848 515 180
550 141 -614
850 510 99
624 78 -609
142 439 -613
801 575 -491
445 799 687
331 496 -739
409 728 909
849 275 -967
720 337 715
40 758 -652
175 329 -236
613 464 869
226 547 -713
506 68 232
337 321 793
229 710 265
816 96 -840
670 326 -825
689 550 631
367 204 -399
24 812 -665
830 572 14
321 398 -482
434 457 -823
402 313 75
804 330 57
40 195 -192
611 773 -181
33 525 773
518 136 518
711 771 -360
76 116 244
33 412 245
285 737 -551
410 394 860
593 306 656
866 862 154
663 240 -851
106 340 -836
497 656 -18
427 402 559
131 752 960
707 289 704
587 223 -202
509 102 617
711 681 -53
792 495 254
405 431 -429
30 358 330
559 745 -875
23 254 446
594 463 243
262 172 580
441 618 -732
467 745 827
804 658 534
764 839 608
565 342 950
239 514 -851
593 825 184
16 714 -255
274 735 643
467 514 650
544 188 -539
30 863 904
163 232 -285
409 733 385
153 701 -265
769 198 405
372 510 -247
364 692 -903
715 668 -111
479 242 -886
613 615 -601
31 370 985
762 247 907
63 292 991
394 113 995
419 287 -116
600 66 345
549 238 -805
116 283 -765
662 109 -371
343 90 180
42 32 -724
315 671 -373
153 82 228
122 764 -440
493 691 463
542 632 -352
606 697 982
170 187 95
824 270 -20
339 501 427
361 587 -463
53 492 -98
49 354 321
650 477 685
545 483 -487
759 804 -636
635 340 -353
712 743 524
40 72 193
768 182 249
8 469 787
191 721 422
632 645 55
204 601 -795
122 224 989
422 854 159
363 578 -744
36 70 779
474 586 588
429 402 914
569 767 302
45 676 875
781 683 -933
266 414 -40
700 446 -537
852 520 131
672 714 771
354 300 209
801 802 -353
733 100 -412
698 215 -75
743 138 -379
437 411 26
447 740 305
480 178 -513
551 384 -150
334 711 -99
761 482 839
294 842 250
684 772 411
14 386 -736
234 441 -139
134 197 -617
30 216 -994
24 369 -674
331 32 132
495 146 52
431 349 -776
417 782 -775
702 564 -975
851 354 -631
153 160 -32
367 841 571
845 300 585
244 829 379
863 135 103
308 372 834
693 670 -93
100 343 821
95 9 -345
6 370 557
583 296 -862
575 93 -545
363 442 996
12 11 258
606 151 -759
601 97 411
196 410 -708
361 141 971
631 29 -958
775 470 -125
202 610 388
374 56 52
361 568 118
120 420 354
105 792 -910
82 728 -54
582 601 610
418 643 -793
198 206 724
493 233 -340
691 856 -826
662 543 -439
692 173 -960
343 68 -905
665 23 766
23 723 601
261 804 -183
378 68 31
125 619 230
828 392 -988
6 221 63
407 15 864
115 143 629
813 622 195
107 727 985
208 499 612
842 358 -623
586 15 276
129 225 -704
863 54 -620
131 501 -593
715 388 -373
635 375 -365
571 96 770
18 480 805
814 475 -41
605 683 677
762 356 161
476 136 -344
365 406 842
821 860 490
431 249 96
419 219 919
96 186 -259
307 4 428
177 411 -873
561 108 -77
238 228 919
775 350 610
211 6 377
544 407 991
614 88 985
807 137 -43
607 261 -878
791 806 589
792 661 -799
273 318 -64
43 673 -297
286 502 -844
225 852 795
653 460 -402
29 712 480
825 723 695
61 55 -715
775 565 780
93 358 47
398 395 -201
779 691 613
588 328 -158
315 399 -339
204 363 -997
527 249 -994
392 384 421
572 728 660
379 627 200
332 168 -266
149 819 356
504 35 864
167 408 -831
573 173 141
97 2 75
555 842 -952
707 664 699
329 644 62
473 212 233
542 7 -606
844 471 -377
85 281 582
770 304 120
282 821 -932
803 286 162
369 740 -254
129 529 -19
136 401 -661
248 72 -514
492 50 -707
558 746 427
781 460 254
576 583 550
734 496 798
564 55 713
523 16 -760
368 99 596
4 392 -281
66 192 -239
678 462 906
293 22 -319
197 752 -330
80 601 -396
401 827 370
135 426 -556
101 688 534
485 846 -961
840 407 408
434 673 -252
76 812 81
184 631 -279
83 584 -708
691 789 203
603 388 -251
765 632 -490
589 351 -432
778 205 854
607 757 931
390 42 156
100 508 -319
720 459 -196
59 70 499
480 840 829
760 797 133
88 862 -51
370 529 -390
133 270 -236
758 842 145
80 757 260
307 547 -156
492 843 -732
824 642 836
66 679 -677
851 514 264
56 18 -414
403 307 965
810 27 -473
533 506 -379
228 674 549
62 457 153
127 772 -790
613 591 -155
618 156 -819
513 281 -854
768 402 -725
348 353 898
518 803 -483
159 609 -550
692 415 -944
805 339 320
761 736 -924
164 152 -330
603 828 -778
276 511 355
799 622 303
869 691 -529
711 258 431
867 134 -628
203 48 -711
133 729 -378
445 542 -894
159 486 -475
597 651 -924
805 821 -867
829 74 599
25 612 752
636 257 -349
94 641 556
515 178 -374
31 839 775
678 222 -402
20 70 -475
514 657 -635
236 334 952
135 724 -601
290 224 -893
767 491 -488
361 703 727
483 651 -488
502 99 -48
657 733 74
109 801 -874
492 165 -440
324 310 -990
763 677 698
80 667 -355
46 839 352
528 694 -614
333 432 431
434 249 768
337 480 35
681 106 296
399 2 546
454 210 548
680 82 320
40 395 704
680 184 15
288 225 -897
800 518 160
379 371 802
463 368 500
573 704 -415
732 486 -985
807 314 291
528 308 -616
669 65 807
41 777 676
472 547 864
616 98 -216
596 678 -290
206 383 -286
847 264 -579
685 816 -200
736 238 424
752 550 -497
111 145 115
801 120 837
390 582 -378
126 129 887
515 628 316
17 820 -152
37 478 -555
342 24 200
231 341 50
128 636 -503
796 399 956
73 214 876
841 183 533
532 747 -214
185 500 525
166 549 172
512 78 -366
66 253 120
312 245 114
610 45 905
197 666 466
451 668 921
160 307 -682
167 707 849
583 417 -22
845 486 135
689 483 250
400 714 -307
509 848 -882
71 434 695
451 12 -734
259 326 733
492 18 311
857 433 463
557 665 -83
98 347 395
868 613 -259
716 20 917
496 481 438
33 660 -782
211 161 -308
605 866 173
827 745 -793
166 123 -337
499 113 -369
616 446 -890
517 107 -935
741 694 -55
306 686 671
757 200 -897
682 73 -540
490 127 375
225 34 -226
405 195 -754
699 525 -121
769 540 499
458 599 -686
677 53 54
593 117 -189
52 250 -274
599 5 596
172 342 925
595 665 -203
200 465 -729
730 367 982
333 5 181
255 268 -421
348 553 190
214 757 -945
283 211 705
327 180 -280
117 478 -401
804 113 389
308 775 122
772 173 -34
431 55 -852
869 615 -106
811 828 596
726 140 -240
464 68 55
189 183 865
529 454 657
719 733 -692
136 89 -806
197 171 473
519 759 -377
727 464 -455
760 830 395
720 776 -983
629 839 -324
591 550 -453
149 142 -207
758 390 -994
87 212 276
205 466 676
551 857 -530
205 282 -129
334 142 482
500 55 604
815 102 -866
224 741 287
246 347 831
593 80 940
587 68 -351
607 255 -611
601 294 -794
850 355 -757
284 782 756
588 355 -686
390 626 388
62 478 49
527 536 -19
127 87 396
117 179 -553
98 724 -233
586 691 184
62 575 703
160 747 148
112 849 -5
733 163 -202
854 414 999
729 511 -272
576 796 593
821 562 -400
594 539 616
861 693 24
297 707 -239
679 164 -338
235 328 500
678 416 427
175 734 -696
851 252 619
487 410 -566
461 94 636
826 768 -827
115 852 364
416 127 -711
543 137 413
683 648 723
151 831 -490
811 236 -982
226 24 -721
630 666 108
637 393 -76
739 130 -455
729 659 -391
333 35 91
60 225 -439
762 803 -8
865 584 -531
251 855 27
758 705 -322
288 225 657
864 648 -680
554 53 -781
282 637 946
405 255 -504
957 889
941 172 -607
237 685 -343
418 781 845
667 932 846
91 446 -460
366 559 117
771 638 816
906 537 -350
626 222 -754
930 174 832
561 292 403
57 207 -945
741 347 -583
448 421 69
902 816 291
382 897 -954
925 51 194
914 758 700
863 27 -448
700 747 418
49 770 413
685 137 -792
620 269 -869
311 517 -290
566 81 964
578 610 -57
778 71 -205
621 4 -398
311 446 -83
3 364 -662
339 73 261
624 331 892
888 564 463
77 334 -695
81 290 928
478 720 -228
843 951 -487
671 669 -187
10 382 864
433 262 -880
232 953 -647
799 893 -8
361 853 -73
773 231 832
475 589 495
554 181 804
318 583 -544
25 621 -22
808 641 142
521 513 -700
868 57 -138
486 57 -834
612 753 658
220 91 -357
158 245 237
710 144 -814
575 332 487
668 743 932
952 21 -335
122 752 -477
448 686 -547
456 466 373
270 451 43
361 849 131
615 589 -120
203 221 -323
302 763 -36
842 774 -93
410 548 -457
410 662 -821
756 616 450
238 443 -337
503 341 850
355 92 -976
752 760 578
441 295 -344
486 854 -611
140 357 204
39 571 -343
889 8 -303
848 512 -847
261 179 -789
633 30 695
223 224 -561
717 81 -732
403 882 238
700 290 -994
602 785 -260
639 804 -83
576 477 -130
831 915 -894
824 489 -796
692 927 825
646 515 -766
793 651 175
608 79 601
736 165 -479
281 417 -639
205 679 -192
175 108 -485
125 242 292
650 937 -655
590 788 936
874 918 885
278 14 819
673 7 -363
207 630 198
248 742 -737
462 651 929
389 633 365
33 497 -274
488 707 -840
591 580 -671
31 785 763
580 406 686
947 731 233
205 776 -708
251 772 -256
64 877 583
100 267 868
763 798 -857
942 192 428
54 201 -935
44 78 -317
400 53 539
802 275 592
140 752 567
852 411 493
269 654 -134
785 418 505
667 261 -572
196 503 -74
877 554 -10
201 461 71
915 632 -152
582 635 -185
931 352 -612
586 34 986
199 210 -588
367 752 485
423 326 -814
243 245 140
261 903 889
172 184 855
791 173 -540
283 370 136
564 864 931
952 345 957
267 280 -228
777 633 -624
664 129 399
310 351 -838
529 335 344
661 63 240
941 675 -897
52 953 756
640 707 -370
889 726 665
145 529 700
902 679 629
610 71 -409
77 68 112
181 265 620
454 811 714
946 77 -601
229 871 -349
612 511 73
781 426 302
45 666 44
743 376 -814
80 382 -376
73 291 326
712 614 -805
618 224 784
819 385 966
912 146 -527
498 702 -743
835 497 690
651 839 -381
696 188 398
91 136 867
139 397 -852
811 67 337
188 89 637
89 322 750
440 628 214
340 241 -377
434 485 327
369 290 -187
831 888 -882
779 166 -857
556 17 -970
627 868 -700
129 13 -846
519 117 443
907 859 -776
648 376 -237
624 598 486
353 240 702
47 39 95
95 290 986
232 501 -549
692 288 364
810 941 -920
81 199 -773
299 125 -922
494 481 -120
795 245 -67
662 394 98
636 872 883
931 142 14
102 316 258
483 614 840
748 574 66
44 449 -915
207 684 -192
87 615 651
795 130 -662
180 880 -500
562 32 353
95 427 -9
476 105 -462
316 380 311
192 512 616
613 329 361
384 763 -231
915 803 811
937 417 -657
694 567 -567
306 723 -412
416 841 671
391 478 570
497 928 -386
104 666 -669
762 512 -635
147 686 -863
885 507 -203
225 783 31
226 873 405
773 928 921
520 293 -929
52 42 61
810 138 668
914 8 235
943 796 -330
431 459 805
231 815 -786
138 560 609
807 88 -182
203 273 302
915 402 914
384 588 -908
893 80 252
247 488 -681
204 344 297
941 480 8
742 367 -692
239 296 871
777 69 102
70 771 230
44 567 329
580 573 761
935 908 79
208 492 126
694 129 -47
521 576 288
209 596 -711
720 886 803
300 108 -573
678 597 178
98 215 -578
632 265 647
468 22 119
599 626 670
307 342 386
687 628 937
45 756 -889
660 345 -478
217 362 100
771 817 -498
510 117 -679
504 331 -260
347 491 -251
891 82 -37
69 358 -24
946 272 -35
428 256 380
101 593 -709
883 262 -470
492 299 -466
769 395 773
356 837 782
804 273 731
612 457 -629
264 407 3
376 619 256
792 352 967
515 627 174
79 850 688
246 36 198
226 33 -691
188 111 755
145 830 716
191 750 -763
66 596 -785
936 330 884
683 901 -647
473 720 197
189 670 -113
628 252 800
431 191 -45
524 338 -148
240 694 949
344 449 -653
655 270 -116
533 933 347
600 292 936
19 214 -940
601 403 -321
816 518 -4
125 753 258
572 208 -723
617 60 -125
59 800 -636
583 811 -697
422 930 765
952 672 -153
505 656 -207
261 385 -564
378 135 528
134 186 920
225 739 -636
482 496 177
792 699 -294
109 713 -925
619 570 486
832 748 -733
519 918 644
338 629 -39
62 759 971
75 48 -580
241 360 -793
290 507 -819
950 311 -766
700 863 -333
691 885 -805
919 279 884
182 9 -26
624 585 738
841 391 986
559 66 230
536 94 479
932 310 -433
100 141 -405
168 950 -785
707 821 991
806 801 -262
678 147 444
103 435 -465
432 302 460
425 346 671
732 627 -214
83 811 -534
759 529 728
501 332 -520
61 117 -427
494 72 -610
60 43 -947
310 864 -587
597 506 836
884 613 431
469 251 -954
469 387 343
337 439 923
101 204 918
857 641 528
913 387 -215
188 370 933
248 748 -258
839 638 -94
129 205 -750
703 507 -120
97 342 26
251 202 950
773 698 -493
42 711 554
706 747 -368
39 685 -130
387 451 622
704 103 864
856 835 -647
309 655 853
364 294 624
653 889 -950
63 520 986
293 623 303
695 480 298
492 603 -837
602 815 131
397 235 17
277 791 122
745 612 -870
71 238 209
16 265 65
583 497 643
914 75 367
534 84 -469
223 256 541
208 545 120
509 654 782
548 934 532
157 206 -526
715 460 -130
691 842 805
338 950 33
265 420 -309
187 863 798
53 601 324
743 629 -896
444 659 -470
631 349 830
375 803 987
632 386 -52
887 206 199
149 281 -118
118 877 243
340 86 685
606 37 28
465 572 -727
711 54 862
468 105 551
472 666 480
259 283 23
760 260 217
354 28 -914
18 144 -512
467 483 -59
749 712 387
726 386 -107
733 549 -678
327 792 782
311 109 976
301 706 476
629 488 -212
404 514 -580
34 528 -994
197 429 -244
228 746 305
376 595 625
2 558 462
487 258 680
18 488 -729
89 102 -480
922 494 137
706 830 704
758 407 666
48 834 -467
752 405 -602
140 551 -182
508 824 397
764 825 -72
759 199 -525
742 680 480
344 923 766
500 445 -143
689 657 231
644 403 -541
783 87 -489
145 42 -184
618 662 48
191 444 -899
606 280 -259
472 763 561
514 747 322
767 321 735
929 756 -998
292 332 -724
579 306 907
874 30 -343
132 626 -132
493 151 -371
739 13 -701
281 318 -262
417 350 -554
864 854 35
226 160 536
314 236 859
943 324 168
932 311 957
216 713 702
93 666 -7
619 302 557
11 541 -147
402 254 336
578 264 707
520 945 -296
339 684 -505
110 106 -354
267 70 573
24 386 198
706 199 150
201 158 -465
725 703 973
149 171 272
790 736 -704
80 93 19
315 1 -613
429 828 158
337 180 93
102 897 209
84 470 -796
900 904 664
383 801 873
549 653 -990
548 206 623
272 45 712
940 149 300
195 636 -724
799 481 832
140 507 -805
490 485 66
581 158 95
436 367 -830
85 538 -464
913 944 -133
865 855 417
285 707 678
558 674 -358
80 718 -133
221 216 695
176 425 648
333 329 -365
708 399 5
838 64 19
168 445 850
410 239 836
623 73 -536
210 446 613
39 439 440
881 663 259
531 226 765
730 757 833
148 281 -360
210 938 -941
26 735 -74
655 226 106
333 634 88
866 789 -5
108 128 541
893 250 329
303 902 553
672 566 -769
853 516 -488
593 56 901
924 252 -197
480 924 -609
376 509 365
821 136 319
134 657 -591
318 135 -178
503 307 -991
845 794 471
39 480 -685
432 221 473
337 268 897
566 954 -979
703 213 513
355 318 198
724 740 -599
515 829 272
348 413 250
319 23 641
401 551 812
947 109 -97
495 869 -299
938 381 619
469 127 -597
543 793 274
41 468 -330
1 822 482
3 801 -485
343 529 -973
334 722 -988
145 158 575
523 222 -521
922 839 371
467 637 -771
142 86 903
382 378 -322
192 629 -1000
213 222 -122
491 801 -926
78 760 -888
400 839 -799
792 385 -165
756 18 316
366 318 844
34 44 708
326 946 404
24 355 -856
336 614 101
759 137 -116
897 781 -363
781 695 -647
662 242 379
364 776 -845
9 632 162
266 409 945
746 554 -627
284 278 -176
233 688 -510
96 603 -403
210 761 -838
756 643 423
551 168 155
43 540 -355
528 387 -321
31 855 -929
712 618 760
870 606 536
690 587 -602
682 603 -308
265 33 -289
84 359 878
847 392 397
110 230 12
865 828 477
718 379 738
461 762 995
201 692 920
912 2 -11
758 711 655
929 16 -795
496 205 -900
701 506 -794
928 773 332
193 332 -751
913 525 -837
915 598 307
884 854 461
729 439 -608
350 336 779
558 846 147
734 500 -694
112 70 475
378 44 -291
937 867 -94
73 190 -107
811 134 590
875 502 -886
730 593 268
371 733 -219
698 754 -517
243 298 -875
862 239 -438
862 334 86
120 533 102
257 625 261
818 636 370
256 202 811
311 918 -36
903 360 231
810 927 -985
129 651 -839
731 630 565
7 890 -80
319 100 -535
915 290 87
109 59 368
86 562 232
32 257 293
549 871 -108
504 405 -35
3 524 -260
921 217 -658
66 828 -44
559 708 504
672 810 -921
893 79 -373
793 186 787
77 854 -655
561 653 -405
72 376 -366
11 744 947
448 858 -199
266 284 -714
809 953 -449
852 855 790
597 398 93
322 734 189
120 865 457
731 569 929
462 417 199
133 65 486
309 16 535
338 873 -427
745 454 436
282 925 849
173 796 805
833 358 242
751 331 206
141 946 758
49 106 -748
872 270 79
224 560 -937
282 151 175
844 501 454
271 662 -489
698 845 665
768 193 -86
68 936 962
658 326 -592
76 450 739
81 835 330
21 574 500
155 666 695
143 82 840
355 89 143
870 340 214
325 621 -771
384 563 -39
96 110 631
236 325 -886
588 803 -151
842 768 -784
265 111 295
544 385 -222
59 438 -866
313 634 -308
714 59 782
737 38 -430
518 449 406
910 674 645
542 447 285
273 674 400
859 743 -320
545 904 812
748 300 -298
86 589 332
220 358 -305
165 142 844
816 483 824
368 572 -471
264 871 81
746 742 -84
935 505 349
446 499 -293
947 654 -939
811 785 -139
635 916 636
814 175 -773
387 765 -923
395 206 -619
558 639 -320
93 553 -433
599 799 80
692 258 -419
273 595 -888
475 624 -930
436 565 100
673 811 450
418 800 -839
722 460 -999
528 259 209
371 489 -118
29 109 627
738 298 394
779 943 194
759 716 -7
797 626 989
10 33 78
766 520 598
154 608 195
159 575 -670
444 345 301
259 867 -682
234 712 153
408 285 752
481 897 -100
78 184 -18
3 825 802
350 298 -99
325 364 699
860 609 340
345 58 -837
336 548 262
444 71 702
828 123 -483
313 365 -870
638 664 389
167 658 365
474 457 416
781 314 530
376 299 -434
637 113 -58
43 608 -550
780 671 891
956 367 -93
392 148 -934
843 200 334
98 806 -508
813 885 754
414 837 548
284 132 615
735 309 -624
633 65 751
607 796 877
403 947 -915
378 388 658
410 319 -101
862 883 -576
387 130 -762
425 364 409
512 546 663
309 748 -258
371 669 426
60 97 770
818 540 -937
236 476 -147
304 748 -395
573 730 -640
551 709 -387
646 332 559
826 812 -60
411 826 726
762 714 -894
220 131 -967
869 951 579
121 950 221
791 510 915
169 55 -788
789 451 101
947 926 3
861 663 -499
21 535 -883
527 455 -810
156 186 11
347 872 276
6 497 -37
230 594 -11
757 68 -611
550 253 899
592 539 -322
523 468 6
614 350 -414
137 601 656
93 859 -267
905 57 834
164 480 761
376 413 -5
11 282 983
823 494 -77
906 267 515
697 205 -618
301 646 -310
637 866 -123
48 745 976
656 227 -115
542 788 -128
279 546 -714
548 41 712
387 649 -324
836 14 59
593 699 591
821 875 -226
355 354 104
867 211 79
651 214 646
543 665 675
599 114 549
83 781 330
820 522 -444
223 91 13
219 393 -824
278 876 -405
219 11 36
39 247 -381
316 523 -953
479 778 -378
544 652 325
745 592 -526
658 582 816
678 266 442
187 358 -401
103 442 924
677 878 -688
45 737 738
350 506 -79
88 562 764
980 843
496 294 545
653 409 -285
863 479 551
893 38 604
592 728 495
346 489 90
345 482 -998
296 825 -512
334 32 -681
190 532 513
323 269 832
313 557 -481
619 875 632
333 637 -639
26 223 -433
839 861 -2
288 69 -157
567 279 224
361 125 541
168 282 -361
56 723 -266
332 962 -591
488 188 29
151 930 14
484 604 752
587 64 669
825 794 -654
309 321 -325
162 837 -265
841 944 320
945 697 -303
507 165 388
804 488 -17
312 725 823
278 406 746
210 251 -977
14 515 22
755 976 -812
519 48 -105
666 904 -367
247 540 -285
814 550 -382
840 166 70
221 466 823
501 958 26
351 37 995
980 511 185
556 367 -490
870 765 -241
940 179 -860
776 354 -144
554 405 237
622 885 240
428 285 -300
769 833 -158
263 20 -758
301 942 -55
638 481 98
896 256 -960
237 919 -796
716 79 474
254 941 1
65 629 459
819 607 -784
348 860 477
897 13 460
30 28 909
82 166 -960
348 971 136
172 178 -802
554 657 -212
154 823 529
659 957 -908
12 904 579
260 511 350
257 485 404
775 427 517
887 395 290
816 311 -787
422 370 239
638 524 -144
271 47 102
754 47 -779
117 488 -3
636 885 -359
158 374 -347
563 526 709
102 306 677
607 561 -295
262 838 -117
941 715 -364
540 111 -900
219 64 -245
551 512 -48
684 837 -493
324 866 -872
790 880 829
502 552 -962
429 82 -997
67 561 -573
530 11 -770
529 341 -76
42 528 -830
951 607 207
934 925 403
333 425 -401
380 145 -644
498 716 -34
210 139 -424
683 762 369
548 384 89
803 655 832
545 340 -267
287 874 -889
897 619 79
808 550 306
636 55 -935
485 674 302
500 585 701
739 246 -807
285 351 93
779 340 565
593 745 -454
927 9 354
888 781 188
634 255 412
667 280 -205
124 110 -581
138 915 -485
177 175 87
694 584 819
398 625 -709
906 780 -10
111 339 368
328 535 -503
595 301 959
703 297 194
865 673 -807
558 235 -170
409 771 650
565 768 -566
223 701 452
388 394 -717
315 661 -362
248 976 139
619 372 -123
792 273 -610
916 144 303
862 63 -816
765 533 938
40 805 -491
183 11 -349
46 717 -621
511 52 -414
502 792 -600
242 708 -631
681 810 575
142 887 -1000
955 438 79
869 28 -158
573 867 -250
927 703 667
313 216 166
888 831 231
527 121 88
516 875 -342
833 863 -335
2 156 -362
735 355 -768
146 820 586
204 929 166
410 679 72
362 711 -58
768 704 -427
604 54 -197
710 113 394
597 950 -226
307 270 854
364 123 41
598 579 -107
745 422 86
887 878 955
197 582 529
144 663 -15
677 416 -325
23 214 -172
915 523 853
341 452 241
813 436 -789
19 434 -844
775 771 480
319 596 -774
73 743 -44
328 522 -884
408 757 165
516 847 581
258 610 -528
750 198 799
181 854 -656
912 34 -553
766 146 58
253 827 655
215 207 683
242 203 876
839 177 452
560 547 810
186 159 268
526 665 -777
794 949 -789
339 162 -622
586 710 -975
672 571 446
848 403 -405
717 246 -448
222 376 822
361 569 -156
345 159 116
771 529 140
549 744 276
695 519 893
970 124 -876
759 162 215
249 361 390
855 442 218
799 855 -240
84 363 -346
934 665 -917
689 231 181
405 702 -604
959 242 -738
575 236 -290
602 62 675
689 296 935
622 279 664
51 764 422
664 559 806
775 968 107
129 765 -157
219 9 618
725 719 752
611 473 660
654 783 397
203 209 851
224 408 324
256 335 -522
546 405 -92
968 517 311
953 702 -410
404 519 -218
17 656 56
693 516 -981
138 628 321
488 299 901
63 29 62
755 878 -611
531 313 -363
917 846 -328
824 199 -415
352 514 170
913 637 927
925 225 -877
155 431 479
602 324 908
949 903 -581
165 486 857
533 492 303
456 921 507
137 320 -977
77 681 308
646 137 -259
18 543 642
548 905 473
800 234 592
333 530 -13
770 386 -515
503 571 600
342 975 -992
837 322 54
222 903 195
678 576 -566
564 730 -481
648 679 436
289 209 -119
622 702 709
759 307 -871
402 360 558
289 783 167
474 625 201
714 132 -897
284 925 764
398 911 -86
380 443 -894
186 254 629
672 582 874
707 906 -433
43 518 -46
798 603 523
229 951 465
569 670 170
363 681 -62
537 375 215
942 940 -24
667 196 2
114 380 605
477 314 -811
851 833 -437
951 823 -334
356 723 65
232 385 -475
913 916 557
207 169 386
642 226 -580
259 529 369
674 492 644
72 155 -266
246 618 -967
691 890 -62
363 740 -806
771 670 147
798 892 -442
979 761 784
172 603 183
259 794 -183
119 865 945
133 856 895
499 825 595
848 643 161
274 558 -771
959 850 -143
365 112 -544
575 764 -286
742 332 180
35 280 -978
138 474 544
684 765 -903
421 199 620
14 478 -710
120 755 -961
63 632 -98
769 497 758
191 574 -231
665 393 547
578 962 170
564 694 -270
904 521 563
377 152 343
551 783 838
233 448 460
765 526 -911
84 786 175
77 925 -113
70 760 330
179 48 -715
408 813 -712
23 872 312
632 774 -906
520 209 -959
811 554 701
818 510 -145
323 113 459
301 526 -579
72 27 704
485 428 970
574 474 761
626 171 248
335 450 -409
418 861 -472
40 559 367
772 486 921
68 220 703
522 656 990
403 258 110
11 610 -997
573 137 70
25 275 969
588 393 899
502 611 701
331 222 471
759 172 -888
390 775 -635
795 96 -702
410 34 667
744 174 402
196 466 -196
501 411 -981
709 864 50
742 376 -5
766 231 -251
43 900 660
528 537 -540
848 491 -782
669 70 -769
156 621 325
349 816 802
202 641 184
798 628 -515
732 721 -845
529 143 533
162 870 890
244 443 -459
39 857 -668
60 368 -987
349 940 118
592 853 591
839 164 437
174 363 -717
561 739 325
173 297 -470
722 971 977
168 492 -537
250 198 524
518 400 678
888 183 -85
726 495 752
568 556 433
907 610 -905
656 434 -531
784 278 -257
586 167 272
326 927 307
909 424 551
371 821 -452
454 358 -752
189 299 516
422 577 523
322 400 -235
791 300 608
456 416 -287
52 260 867
945 751 985
810 110 246
268 289 -316
115 814 -223
191 929 280
657 567 937
561 280 -100
804 127 16
225 638 -21
329 830 954
144 33 -712
447 256 530
954 464 -256
642 274 531
12 243 721
192 7 -61
62 407 845
577 53 -296
969 922 596
133 873 119
150 885 -897
795 762 -137
132 146 -413
269 832 -875
601 883 877
146 810 -684
515 875 957
111 199 -673
247 302 541
821 60 670
568 565 -570
692 414 313
974 368 678
817 250 686
443 847 -55
34 952 -577
153 732 -417
613 281 245
477 312 637
615 215 819
138 323 170
677 393 81
342 375 735
661 511 774
868 647 -550
685 782 -620
89 627 756
775 121 724
736 96 34
427 898 809
921 977 615
587 871 946
641 829 -699
208 911 296
28 874 -205
360 158 -852
620 728 235
416 779 841
872 582 686
943 177 477
409 799 151
580 496 479
101 77 330
389 973 760
540 94 -622
261 736 144
236 667 731
522 966 -37
579 148 -433
212 476 661
14 621 215
602 250 -516
191 748 283
728 318 595
425 91 108
494 975 -92
266 879 -342
603 704 -58
943 47 876
