802 2569
79 311 791
51 281 221
86 795 914
336 516 354
180 611 24
229 73 1000
671 379 540
127 267 930
327 472 169
419 435 58
154 90 615
198 624 221
122 435 726
525 363 916
478 334 804
224 347 630
80 715 571
378 281 873
675 467 644
657 679 1000
358 741 127
643 457 647
664 441 403
696 589 949
541 210 859
646 426 945
626 31 725
109 172 542
466 716 608
368 241 895
655 281 818
710 690 193
247 216 684
701 602 397
339 404 531
32 235 348
357 344 671
376 139 558
142 711 740
30 429 425
503 437 850
8 623 263
789 463 122
465 519 79
664 74 557
240 31 430
547 214 409
81 17 785
236 359 225
752 276 642
670 87 746
210 87 514
370 618 672
247 21 16
104 635 486
28 306 309
164 293 15
264 85 873
11 324 399
69 315 767
740 513 407
715 187 59
44 326 791
310 372 897
788 380 164
203 185 862
498 747 576
500 585 462
490 406 696
459 639 529
80 52 881
530 559 984
637 207 50
127 383 621
317 50 622
599 43 69
729 61 88
22 229 370
284 224 82
42 285 160
723 49 897
741 537 842
317 207 458
475 8 44
637 492 857
796 508 669
785 489 38
588 270 639
183 800 369
297 741 398
579 475 787
696 447 630
543 129 567
9 571 421
98 329 602
141 246 891
68 541 937
685 178 692
126 604 57
755 701 688
711 125 146
305 768 755
608 390 826
594 409 1000
512 454 945
733 239 135
545 503 724
678 230 550
642 603 228
329 296 580
263 240 352
249 55 642
310 161 949
600 472 122
184 540 972
199 686 188
718 260 554
503 488 401
639 442 418
679 121 967
551 571 907
199 478 295
743 708 832
105 103 60
659 172 391
650 275 168
135 85 911
471 10 944
671 765 309
202 378 258
23 50 510
425 467 465
760 285 57
436 760 707
40 15 444
102 215 171
541 504 350
533 216 477
212 432 674
667 195 545
706 744 673
575 692 18
287 155 794
393 219 653
497 453 92
659 141 819
87 754 561
598 558 389
696 277 416
734 772 766
248 137 792
522 166 469
392 672 30
549 218 580
509 404 748
405 742 269
528 709 216
240 470 282
199 53 194
288 533 357
769 588 103
522 144 56
392 397 861
500 366 55
683 140 924
180 425 275
666 520 320
57 351 831
290 185 644
284 114 303
593 176 517
217 12 410
442 166 413
224 208 551
364 800 892
500 219 75
334 285 466
492 257 429
764 39 546
385 225 22
39 10 288
727 762 941
161 428 678
443 628 523
296 162 799
772 202 974
538 536 791
470 99 16
505 26 823
248 312 899
221 213 850
799 376 53
14 295 436
428 238 662
588 293 578
262 43 917
45 475 937
155 579 175
447 426 870
107 572 158
211 435 961
546 525 951
675 530 344
395 224 368
256 430 602
134 118 326
663 688 56
257 91 654
752 396 277
787 116 361
96 269 976
616 362 635
577 443 854
472 129 272
764 210 399
671 51 811
683 615 897
459 116 205
124 275 252
13 572 268
724 527 764
102 716 430
238 349 268
715 499 457
53 688 184
518 404 488
588 9 392
469 616 22
628 560 284
499 168 110
75 213 608
593 650 585
527 774 247
188 250 470
149 573 591
159 490 83
207 142 942
495 688 833
